"BIOSAMPLE_UID","ECOSYSTEM_query","ECOSYSTEM_tags","ECOSYSTEM_taxid","ECOSYSTEM_check"
40745284,,,-1,"False"
40745282,,,-1,"False"
40745281,,,-1,"False"
40745279,,,-1,"False"
40745278,,,-1,"False"
40745277,,,-1,"False"
40745276,,,-1,"False"
40745275,,,-1,"False"
40745273,,,-1,"False"
40745272,,,-1,"False"
40745270,,,-1,"False"
40745269,,,-1,"False"
40745246,,,-1,"False"
40745245,,,-1,"False"
40745244,,,-1,"False"
40745243,,,-1,"False"
40745242,,,-1,"False"
31223013,,,-1,"False"
36702060,,,-1,"False"
36702053,,,-1,"False"
36702056,,,-1,"False"
36702061,,,-1,"False"
36702059,,,-1,"False"
36702055,,,-1,"False"
36702057,,,-1,"False"
36702058,,,-1,"False"
36702054,,,-1,"False"
37551851,,,-1,"False"
36984461,,,-1,"False"
40712465,,,-1,"False"
13450455,,,-1,"False"
29722114,,,-1,"False"
33790397,,,-1,"False"
40581139,,,-1,"False"
40581138,,,-1,"False"
40581137,,,-1,"False"
40581136,,,-1,"False"
40581135,,,-1,"False"
40581133,,,-1,"False"
37205378,,,-1,"False"
37205376,,,-1,"False"
37205365,,,-1,"False"
37205358,,,-1,"False"
37205352,,,-1,"False"
37205349,,,-1,"False"
40078633,,,-1,"False"
37094895,,,-1,"False"
37094893,,,-1,"False"
37094892,,,-1,"False"
37094891,,,-1,"False"
37094890,,,-1,"False"
37094889,,,-1,"False"
37094885,,,-1,"False"
37094883,,,-1,"False"
37094882,,,-1,"False"
39861921,,,-1,"False"
30553111,,,-1,"False"
24016245,,,-1,"False"
24016250,,,-1,"False"
30553365,,,-1,"False"
30553371,,,-1,"False"
30553393,,,-1,"False"
30553364,,,-1,"False"
30553366,,,-1,"False"
30553382,,,-1,"False"
39837003,,,-1,"False"
24016639,,,-1,"False"
30553287,,,-1,"False"
30553389,,,-1,"False"
30553309,,,-1,"False"
24016547,,,-1,"False"
24016557,,,-1,"False"
24016560,,,-1,"False"
24016453,,,-1,"False"
24016549,,,-1,"False"
24016556,,,-1,"False"
30553296,,,-1,"False"
24016631,,,-1,"False"
24016640,,,-1,"False"
24016552,,,-1,"False"
30553372,,,-1,"False"
30553348,,,-1,"False"
30553380,,,-1,"False"
30553383,,,-1,"False"
30553390,,,-1,"False"
30553337,,,-1,"False"
24016568,,,-1,"False"
30553323,,,-1,"False"
24016581,,,-1,"False"
24016644,,,-1,"False"
24016633,,,-1,"False"
24016642,,,-1,"False"
30553310,,,-1,"False"
30553307,,,-1,"False"
30553322,,,-1,"False"
30553381,,,-1,"False"
30553386,,,-1,"False"
30553361,,,-1,"False"
30553388,,,-1,"False"
30553376,,,-1,"False"
30553392,,,-1,"False"
30553405,,,-1,"False"
24016612,,,-1,"False"
24016643,,,-1,"False"
24016637,,,-1,"False"
30553317,,,-1,"False"
30553330,,,-1,"False"
30553402,,,-1,"False"
30553339,,,-1,"False"
30553332,,,-1,"False"
30553308,,,-1,"False"
30553311,,,-1,"False"
30553377,,,-1,"False"
30553324,,,-1,"False"
30552935,,,-1,"False"
30553367,,,-1,"False"
24016559,,,-1,"False"
24016578,,,-1,"False"
30553333,,,-1,"False"
30553326,,,-1,"False"
30553341,,,-1,"False"
30553343,,,-1,"False"
30553378,,,-1,"False"
30553259,,,-1,"False"
24016322,,,-1,"False"
24016333,,,-1,"False"
30553262,,,-1,"False"
30552869,,,-1,"False"
30553254,,,-1,"False"
24016262,,,-1,"False"
30553396,,,-1,"False"
30553269,,,-1,"False"
24016283,,,-1,"False"
24016274,,,-1,"False"
24016381,,,-1,"False"
30553196,,,-1,"False"
30553443,,,-1,"False"
30552881,,,-1,"False"
30553399,,,-1,"False"
30553425,,,-1,"False"
24016265,,,-1,"False"
24016287,,,-1,"False"
24016319,,,-1,"False"
30553168,,,-1,"False"
30553257,,,-1,"False"
24016291,,,-1,"False"
30553403,,,-1,"False"
24016334,,,-1,"False"
30553165,,,-1,"False"
24016294,,,-1,"False"
24016284,,,-1,"False"
24016337,,,-1,"False"
24016297,,,-1,"False"
24016463,,,-1,"False"
24016501,,,-1,"False"
24016391,,,-1,"False"
24016396,,,-1,"False"
30553272,,,-1,"False"
24016339,,,-1,"False"
24016150,,,-1,"False"
30553274,,,-1,"False"
24016275,,,-1,"False"
24016314,,,-1,"False"
30552887,,,-1,"False"
24016352,,,-1,"False"
30553406,,,-1,"False"
30553284,,,-1,"False"
24016142,,,-1,"False"
24016286,,,-1,"False"
24016338,,,-1,"False"
24016300,,,-1,"False"
24016416,,,-1,"False"
30552878,,,-1,"False"
24016276,,,-1,"False"
24016484,,,-1,"False"
24016296,,,-1,"False"
30552895,,,-1,"False"
30552872,,,-1,"False"
24016335,,,-1,"False"
30552956,,,-1,"False"
30552880,,,-1,"False"
24016397,,,-1,"False"
30553404,,,-1,"False"
24016340,,,-1,"False"
30552889,,,-1,"False"
24016401,,,-1,"False"
30553149,,,-1,"False"
30553281,,,-1,"False"
24016152,,,-1,"False"
24016441,,,-1,"False"
30552902,,,-1,"False"
30553282,,,-1,"False"
24016278,,,-1,"False"
24016400,,,-1,"False"
30553432,,,-1,"False"
24016324,,,-1,"False"
24016292,,,-1,"False"
30552896,,,-1,"False"
24016341,,,-1,"False"
30552870,,,-1,"False"
24016406,,,-1,"False"
30552883,,,-1,"False"
30552897,,,-1,"False"
24016165,,,-1,"False"
24016298,,,-1,"False"
24016390,,,-1,"False"
24016382,,,-1,"False"
30553291,,,-1,"False"
24016336,,,-1,"False"
30552876,,,-1,"False"
24016468,,,-1,"False"
30553270,,,-1,"False"
24016394,,,-1,"False"
24016171,,,-1,"False"
24016408,,,-1,"False"
30552911,,,-1,"False"
30552906,,,-1,"False"
30552938,,,-1,"False"
30553044,,,-1,"False"
24016389,,,-1,"False"
24016435,,,-1,"False"
30552986,,,-1,"False"
24016395,,,-1,"False"
30552961,,,-1,"False"
30553091,,,-1,"False"
24016342,,,-1,"False"
24016399,,,-1,"False"
24016409,,,-1,"False"
24016344,,,-1,"False"
24016385,,,-1,"False"
24016156,,,-1,"False"
30552926,,,-1,"False"
24016412,,,-1,"False"
30552874,,,-1,"False"
24016151,,,-1,"False"
24016141,,,-1,"False"
30552917,,,-1,"False"
30553026,,,-1,"False"
24016260,,,-1,"False"
30552873,,,-1,"False"
24016398,,,-1,"False"
24016421,,,-1,"False"
24016140,,,-1,"False"
24016145,,,-1,"False"
30552891,,,-1,"False"
24016164,,,-1,"False"
24016162,,,-1,"False"
30552930,,,-1,"False"
24016240,,,-1,"False"
24016163,,,-1,"False"
30553106,,,-1,"False"
24016161,,,-1,"False"
30553005,,,-1,"False"
24016407,,,-1,"False"
30552957,,,-1,"False"
30553081,,,-1,"False"
24016234,,,-1,"False"
24016410,,,-1,"False"
24016456,,,-1,"False"
30552955,,,-1,"False"
30552934,,,-1,"False"
24016229,,,-1,"False"
30552991,,,-1,"False"
30552928,,,-1,"False"
24016176,,,-1,"False"
30553156,,,-1,"False"
30552929,,,-1,"False"
24016169,,,-1,"False"
24016192,,,-1,"False"
24016167,,,-1,"False"
30552879,,,-1,"False"
24016153,,,-1,"False"
30552985,,,-1,"False"
24016182,,,-1,"False"
30552907,,,-1,"False"
12120640,,,-1,"False"
39857502,,,-1,"False"
36984462,,,-1,"False"
39487268,,,-1,"False"
37513196,,,-1,"False"
30553490,,,-1,"False"
30553483,,,-1,"False"
30553198,,,-1,"False"
24016279,,,-1,"False"
24016280,,,-1,"False"
30553252,,,-1,"False"
24016295,,,-1,"False"
30553251,,,-1,"False"
30553253,,,-1,"False"
30553147,,,-1,"False"
30553142,,,-1,"False"
30553113,,,-1,"False"
30553133,,,-1,"False"
30553125,,,-1,"False"
30553150,,,-1,"False"
30553124,,,-1,"False"
30553134,,,-1,"False"
30553117,,,-1,"False"
24016239,,,-1,"False"
30553144,,,-1,"False"
24016253,,,-1,"False"
30553143,,,-1,"False"
30553126,,,-1,"False"
24016243,,,-1,"False"
21561136,,,-1,"False"
30553305,,,-1,"False"
36378995,,,-1,"False"
36378994,,,-1,"False"
24016465,,,-1,"False"
24016462,,,-1,"False"
24016542,,,-1,"False"
24016541,,,-1,"False"
24016475,,,-1,"False"
24016544,,,-1,"False"
24016600,,,-1,"False"
24016607,,,-1,"False"
24016474,,,-1,"False"
24016461,,,-1,"False"
30553436,,,-1,"False"
24016588,,,-1,"False"
24016627,,,-1,"False"
30553437,,,-1,"False"
30553297,,,-1,"False"
30553413,,,-1,"False"
24016625,,,-1,"False"
30553190,,,-1,"False"
24016268,,,-1,"False"
24016533,,,-1,"False"
24016620,,,-1,"False"
30553175,,,-1,"False"
24016534,,,-1,"False"
30553174,,,-1,"False"
30553298,,,-1,"False"
30553414,,,-1,"False"
24016485,,,-1,"False"
24016469,,,-1,"False"
24016582,,,-1,"False"
24016603,,,-1,"False"
24016270,,,-1,"False"
24016605,,,-1,"False"
24016615,,,-1,"False"
24016622,,,-1,"False"
30553426,,,-1,"False"
24016591,,,-1,"False"
30553177,,,-1,"False"
24016539,,,-1,"False"
24016476,,,-1,"False"
30553431,,,-1,"False"
30553299,,,-1,"False"
24016599,,,-1,"False"
24016535,,,-1,"False"
24016611,,,-1,"False"
24016478,,,-1,"False"
24016583,,,-1,"False"
30552942,,,-1,"False"
24016584,,,-1,"False"
30553187,,,-1,"False"
30553345,,,-1,"False"
24016198,,,-1,"False"
24016200,,,-1,"False"
30552943,,,-1,"False"
24016201,,,-1,"False"
24016184,,,-1,"False"
30553115,,,-1,"False"
30553076,,,-1,"False"
30553006,,,-1,"False"
30552997,,,-1,"False"
30553000,,,-1,"False"
30552996,,,-1,"False"
30552994,,,-1,"False"
30552984,,,-1,"False"
30552987,,,-1,"False"
30552974,,,-1,"False"
30552978,,,-1,"False"
30552982,,,-1,"False"
30552981,,,-1,"False"
30552988,,,-1,"False"
24016205,,,-1,"False"
30552999,,,-1,"False"
30553020,,,-1,"False"
30553015,,,-1,"False"
30553012,,,-1,"False"
30553014,,,-1,"False"
30553027,,,-1,"False"
30553032,,,-1,"False"
30553037,,,-1,"False"
30553022,,,-1,"False"
30553046,,,-1,"False"
24016217,,,-1,"False"
30553047,,,-1,"False"
24016225,,,-1,"False"
30553057,,,-1,"False"
30553065,,,-1,"False"
30553075,,,-1,"False"
30553079,,,-1,"False"
24016227,,,-1,"False"
30553056,,,-1,"False"
36786114,,,-1,"False"
24016237,,,-1,"False"
30553101,,,-1,"False"
24016230,,,-1,"False"
24016235,,,-1,"False"
30553086,,,-1,"False"
24016231,,,-1,"False"
30553088,,,-1,"False"
30553108,,,-1,"False"
30552886,,,-1,"False"
24016446,,,-1,"False"
24016449,,,-1,"False"
24016487,,,-1,"False"
24016415,,,-1,"False"
24016430,,,-1,"False"
24016438,,,-1,"False"
24016439,,,-1,"False"
24016497,,,-1,"False"
24016503,,,-1,"False"
24016512,,,-1,"False"
30553445,,,-1,"False"
24016513,,,-1,"False"
24016520,,,-1,"False"
24016422,,,-1,"False"
24016431,,,-1,"False"
24016432,,,-1,"False"
24016458,,,-1,"False"
24016499,,,-1,"False"
24016518,,,-1,"False"
24016419,,,-1,"False"
24016423,,,-1,"False"
24016429,,,-1,"False"
38562723,,,-1,"False"
24016443,,,-1,"False"
24016440,,,-1,"False"
24016448,,,-1,"False"
24016455,,,-1,"False"
24016459,,,-1,"False"
38562717,,,-1,"False"
38562698,,,-1,"False"
24016521,,,-1,"False"
30553422,,,-1,"False"
30553423,,,-1,"False"
24016522,,,-1,"False"
30553427,,,-1,"False"
24016514,,,-1,"False"
24016445,,,-1,"False"
24016515,,,-1,"False"
24016526,,,-1,"False"
24016528,,,-1,"False"
30553440,,,-1,"False"
38562708,,,-1,"False"
24016427,,,-1,"False"
24016502,,,-1,"False"
38562702,,,-1,"False"
38562719,,,-1,"False"
38562705,,,-1,"False"
38562703,,,-1,"False"
38562701,,,-1,"False"
26515341,,,-1,"False"
24016490,,,-1,"False"
38562697,,,-1,"False"
24016608,,,-1,"False"
30553407,,,-1,"False"
30553412,,,-1,"False"
30553191,,,-1,"False"
24016570,,,-1,"False"
24016580,,,-1,"False"
24016506,,,-1,"False"
30552932,,,-1,"False"
24016259,,,-1,"False"
30553263,,,-1,"False"
24016318,,,-1,"False"
24016325,,,-1,"False"
24016433,,,-1,"False"
30553320,,,-1,"False"
24016507,,,-1,"False"
30553453,,,-1,"False"
30553476,,,-1,"False"
30553477,,,-1,"False"
30553481,,,-1,"False"
30553256,,,-1,"False"
24016597,,,-1,"False"
30553338,,,-1,"False"
30553465,,,-1,"False"
30553474,,,-1,"False"
30553491,,,-1,"False"
24016351,,,-1,"False"
30553456,,,-1,"False"
30553461,,,-1,"False"
30553472,,,-1,"False"
30553493,,,-1,"False"
24016452,,,-1,"False"
30553334,,,-1,"False"
30553482,,,-1,"False"
30553457,,,-1,"False"
30553466,,,-1,"False"
30553486,,,-1,"False"
24016495,,,-1,"False"
30553454,,,-1,"False"
30553484,,,-1,"False"
38246029,,,-1,"False"
38246027,,,-1,"False"
38246028,,,-1,"False"
38246030,,,-1,"False"
39158162,,,-1,"False"
38796483,,,-1,"False"
38796484,,,-1,"False"
38562699,,,-1,"False"
30524885,,,-1,"False"
33266981,,,-1,"False"
38562706,,,-1,"False"
37413894,,,-1,"False"
37413890,,,-1,"False"
37414731,,,-1,"False"
39190277,,,-1,"False"
38562721,,,-1,"False"
38562716,,,-1,"False"
37414735,,,-1,"False"
19088490,,,-1,"False"
9091327,,,-1,"False"
37161002,,,-1,"False"
37482744,,,-1,"False"
37353822,,,-1,"False"
20057411,,,-1,"False"
37887032,,,-1,"False"
37353824,,,-1,"False"
36182991,,,-1,"False"
38853632,,,-1,"False"
1998190,,,-1,"False"
37507651,,,-1,"False"
37507647,,,-1,"False"
37507650,,,-1,"False"
37507645,,,-1,"False"
37177602,,,-1,"False"
3216490,,,-1,"False"
38084912,,,-1,"False"
20175209,,,-1,"False"
37822635,,,-1,"False"
38113981,,,-1,"False"
38075366,,,-1,"False"
37988430,,,-1,"False"
35074864,,,-1,"False"
35792016,,,-1,"False"
35792063,,,-1,"False"
35792059,,,-1,"False"
35792109,,,-1,"False"
35792108,,,-1,"False"
36984457,,,-1,"False"
38553086,,,-1,"False"
35792014,,,-1,"False"
35792015,,,-1,"False"
30096771,,,-1,"False"
6215457,,,-1,"False"
37547334,,,-1,"False"
37547333,,,-1,"False"
35768988,,,-1,"False"
35768994,,,-1,"False"
35769058,,,-1,"False"
35768940,,,-1,"False"
35769040,,,-1,"False"
35768990,,,-1,"False"
35768982,,,-1,"False"
35769104,,,-1,"False"
35768963,,,-1,"False"
35768949,,,-1,"False"
35769068,,,-1,"False"
35768948,,,-1,"False"
35769099,,,-1,"False"
35768946,,,-1,"False"
35769097,,,-1,"False"
35768941,,,-1,"False"
35769084,,,-1,"False"
35769064,,,-1,"False"
37528193,,,-1,"False"
37507646,,,-1,"False"
37507652,,,-1,"False"
6145573,,,-1,"False"
37209068,,,-1,"False"
4505647,,,-1,"False"
6193913,,,-1,"False"
37170651,,,-1,"False"
29254931,,,-1,"False"
37187407,,,-1,"False"
37105856,,,-1,"False"
37107273,,,-1,"False"
36702052,,,-1,"False"
35028651,,,-1,"False"
36872530,,,-1,"False"
36938185,,,-1,"False"
36828866,,,-1,"False"
36938187,,,-1,"False"
36938186,,,-1,"False"
36828864,,,-1,"False"
3216383,,,-1,"False"
36942424,,,-1,"False"
36942423,,,-1,"False"
36942422,,,-1,"False"
36841952,,,-1,"False"
36841951,,,-1,"False"
33694644,,,-1,"False"
21557956,,,-1,"False"
33694646,,,-1,"False"
33694647,,,-1,"False"
33694645,,,-1,"False"
33694643,,,-1,"False"
21557953,,,-1,"False"
36664906,,,-1,"False"
2597788,,,-1,"False"
36490032,,,-1,"False"
22103769,,,-1,"False"
22103829,,,-1,"False"
22103823,,,-1,"False"
22103822,,,-1,"False"
22103821,,,-1,"False"
22103813,,,-1,"False"
22103812,,,-1,"False"
22103794,,,-1,"False"
22103713,,,-1,"False"
22103710,,,-1,"False"
22103908,,,-1,"False"
22103902,,,-1,"False"
22103897,,,-1,"False"
22103893,,,-1,"False"
22103884,,,-1,"False"
22103878,,,-1,"False"
22103876,,,-1,"False"
22103873,,,-1,"False"
22103870,,,-1,"False"
22103869,,,-1,"False"
36269521,,,-1,"False"
8963217,,,-1,"False"
13649816,,,-1,"False"
36385319,,,-1,"False"
35153056,,,-1,"False"
35153055,,,-1,"False"
35153057,,,-1,"False"
13075337,,,-1,"False"
31888678,,,-1,"False"
35768953,,,-1,"False"
35768989,,,-1,"False"
35769045,,,-1,"False"
35769085,,,-1,"False"
35768950,,,-1,"False"
35768952,,,-1,"False"
35768957,,,-1,"False"
35769031,,,-1,"False"
35769033,,,-1,"False"
35768984,,,-1,"False"
35769053,,,-1,"False"
11974797,,,-1,"False"
31888680,,,-1,"False"
31888683,,,-1,"False"
31888681,,,-1,"False"
31888682,,,-1,"False"
31888679,,,-1,"False"
35738067,,,-1,"False"
34032433,,,-1,"False"
34032432,,,-1,"False"
34032434,,,-1,"False"
34032428,,,-1,"False"
34032425,,,-1,"False"
30926396,,,-1,"False"
34032426,,,-1,"False"
34032422,,,-1,"False"
30925717,,,-1,"False"
35125194,,,-1,"False"
35109196,,,-1,"False"
35623567,,,-1,"False"
23040435,,,-1,"False"
32136158,,,-1,"False"
32942123,,,-1,"False"
35623566,,,-1,"False"
23040438,,,-1,"False"
35010445,,,-1,"False"
33739693,,,-1,"False"
34358235,,,-1,"False"
23040437,,,-1,"False"
35010444,,,-1,"False"
35673550,,,-1,"False"
15329758,,,-1,"False"
35707582,,,-1,"False"
3215765,,,-1,"False"
9009038,,,-1,"False"
9009032,,,-1,"False"
9009029,,,-1,"False"
9009052,,,-1,"False"
9009058,,,-1,"False"
9009063,,,-1,"False"
9009073,,,-1,"False"
10006856,,,-1,"False"
10007677,,,-1,"False"
9009037,,,-1,"False"
9009057,,,-1,"False"
31509900,,,-1,"False"
26749979,,,-1,"False"
26749984,,,-1,"False"
26749978,,,-1,"False"
26749983,,,-1,"False"
26749977,,,-1,"False"
26749981,,,-1,"False"
26749982,,,-1,"False"
26749980,,,-1,"False"
26749985,,,-1,"False"
29820939,,,-1,"False"
33983785,,,-1,"False"
11489446,,,-1,"False"
30631033,,,-1,"False"
33052036,,,-1,"False"
32926389,,,-1,"False"
32179439,,,-1,"False"
32722778,,,-1,"False"
32308152,,,-1,"False"
32308153,,,-1,"False"
32369952,,,-1,"False"
26443382,,,-1,"False"
26573028,,,-1,"False"
33564067,,,-1,"False"
33235115,,,-1,"False"
33944608,,,-1,"False"
31016687,,,-1,"False"
33564070,,,-1,"False"
33564069,,,-1,"False"
33590443,,,-1,"False"
33554929,,,-1,"False"
34160146,,,-1,"False"
11489447,,,-1,"False"
34105703,,,-1,"False"
14154215,,,-1,"False"
14153678,,,-1,"False"
32487548,,,-1,"False"
33473866,,,-1,"False"
33842187,,,-1,"False"
33829597,,,-1,"False"
31681942,,,-1,"False"
33731585,,,-1,"False"
33657598,,,-1,"False"
26515344,,,-1,"False"
26515342,,,-1,"False"
30630946,,,-1,"False"
33591107,,,-1,"False"
3071774,,,-1,"False"
23180764,,,-1,"False"
31681937,,,-1,"False"
32542161,,,-1,"False"
33094253,,,-1,"False"
32653119,,,-1,"False"
11489448,,,-1,"False"
9580058,,,-1,"False"
32569329,,,-1,"False"
32944690,,,-1,"False"
32659956,,,-1,"False"
30408255,,,-1,"False"
32650131,,,-1,"False"
30946237,,,-1,"False"
30929271,,,-1,"False"
30942746,,,-1,"False"
30948319,,,-1,"False"
30929808,,,-1,"False"
31849077,,,-1,"False"
31799154,,,-1,"False"
31799153,,,-1,"False"
32179441,,,-1,"False"
32179440,,,-1,"False"
32179442,,,-1,"False"
31799156,,,-1,"False"
31799155,,,-1,"False"
29549217,,,-1,"False"
4578435,,,-1,"False"
7709929,,,-1,"False"
31769028,,,-1,"False"
31799152,,,-1,"False"
31859476,,,-1,"False"
12868540,,,-1,"False"
28885747,,,-1,"False"
31675492,,,-1,"False"
7185535,,,-1,"False"
10245912,,,-1,"False"
31613233,,,-1,"False"
30131445,,,-1,"False"
29888037,,,-1,"False"
30966906,,,-1,"False"
30855324,,,-1,"False"
31373051,,,-1,"False"
30575292,,,-1,"False"
30733982,,,-1,"False"
31165750,,,-1,"False"
30058661,,,-1,"False"
31732931,,,-1,"False"
11489451,,,-1,"False"
13139955,,,-1,"False"
13139953,,,-1,"False"
13139951,,,-1,"False"
13139952,,,-1,"False"
13139954,,,-1,"False"
30502271,,,-1,"False"
31456844,,,-1,"False"
31456846,,,-1,"False"
31221500,,,-1,"False"
18317074,,,-1,"False"
30015118,,,-1,"False"
31081238,,,-1,"False"
23622833,,,-1,"False"
20924843,,,-1,"False"
20254267,,,-1,"False"
20254269,,,-1,"False"
20254251,,,-1,"False"
13139950,,,-1,"False"
29722108,,,-1,"False"
29722133,,,-1,"False"
28980379,,,-1,"False"
26515340,,,-1,"False"
29249906,,,-1,"False"
29632245,,,-1,"False"
29017225,,,-1,"False"
29017221,,,-1,"False"
29017230,,,-1,"False"
29017215,,,-1,"False"
26515343,,,-1,"False"
26515339,,,-1,"False"
29017217,,,-1,"False"
29017223,,,-1,"False"
29017213,,,-1,"False"
29017227,,,-1,"False"
29017219,,,-1,"False"
30844576,,,-1,"False"
30844577,,,-1,"False"
29722136,,,-1,"False"
26515345,,,-1,"False"
29722138,,,-1,"False"
29722144,,,-1,"False"
29722130,,,-1,"False"
29722134,,,-1,"False"
30844575,,,-1,"False"
30844574,,,-1,"False"
29722140,,,-1,"False"
29722132,,,-1,"False"
29722135,,,-1,"False"
29722109,,,-1,"False"
29722141,,,-1,"False"
29722128,,,-1,"False"
29722122,,,-1,"False"
29514007,,,-1,"False"
30839143,,,-1,"False"
13354303,,,-1,"False"
30839144,,,-1,"False"
30844988,,,-1,"False"
9489939,,,-1,"False"
7363400,,,-1,"False"
10432165,,,-1,"False"
30886438,,,-1,"False"
8135025,,,-1,"False"
13354305,,,-1,"False"
13390196,,,-1,"False"
9744916,,,-1,"False"
30696466,,,-1,"False"
20691714,,,-1,"False"
20717740,,,-1,"False"
20702179,,,-1,"False"
20717985,,,-1,"False"
20718529,,,-1,"False"
20717977,,,-1,"False"
20718543,,,-1,"False"
20718542,,,-1,"False"
20718013,,,-1,"False"
20717567,,,-1,"False"
20717395,,,-1,"False"
20717840,,,-1,"False"
20702178,,,-1,"False"
20718016,,,-1,"False"
20717741,,,-1,"False"
20717394,,,-1,"False"
20717972,,,-1,"False"
20717396,,,-1,"False"
20718662,,,-1,"False"
20693058,,,-1,"False"
20254257,,,-1,"False"
20692088,,,-1,"False"
20692925,,,-1,"False"
20692033,,,-1,"False"
20691820,,,-1,"False"
20693822,,,-1,"False"
20691800,,,-1,"False"
20693624,,,-1,"False"
20691853,,,-1,"False"
20693676,,,-1,"False"
20693673,,,-1,"False"
20692005,,,-1,"False"
20693750,,,-1,"False"
20691754,,,-1,"False"
20691852,,,-1,"False"
20691938,,,-1,"False"
20691824,,,-1,"False"
20691850,,,-1,"False"
20693072,,,-1,"False"
20693697,,,-1,"False"
20691825,,,-1,"False"
20691752,,,-1,"False"
20693595,,,-1,"False"
20691715,,,-1,"False"
20691616,,,-1,"False"
20691617,,,-1,"False"
20691404,,,-1,"False"
20691656,,,-1,"False"
20691647,,,-1,"False"
20691712,,,-1,"False"
20691711,,,-1,"False"
20691704,,,-1,"False"
20692523,,,-1,"False"
20692521,,,-1,"False"
20254258,,,-1,"False"
30383443,,,-1,"False"
25128003,,,-1,"False"
27734964,,,-1,"False"
27734818,,,-1,"False"
30287866,,,-1,"False"
3159524,,,-1,"False"
27777120,,,-1,"False"
29495305,,,-1,"False"
29502200,,,-1,"False"
2603633,,,-1,"False"
29395242,,,-1,"False"
9911789,,,-1,"False"
18712090,,,-1,"False"
18712143,,,-1,"False"
29261568,,,-1,"False"
29261578,,,-1,"False"
29261579,,,-1,"False"
29261574,,,-1,"False"
